Order Date,City,State,Region,Category,Sub-Category,Product Name,Sales,Quantity,Profit,Payment Mode
13-03-2020,Chicago,Illinois,Central,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,1004.984,2,335.9944,Cards
13-03-2020,Denver,Colorado,West,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,1346.496,2,-299.8116,Cards
13-03-2020,Aurora,Illinois,Central,Technology,Phones,PowerGen Dual USB Car Charger,116.992,1,2.5974,Cards
13-03-2020,Chicago,Illinois,Central,Office Supplies,Paper,Xerox 1993,122.552,3,5.6376,Cards
13-03-2020,Chicago,Illinois,Central,Office Supplies,Art,Col-Erase Pencils with Erasers,134.456,4,2.1888,Cards
13-03-2020,Chicago,Illinois,Central,Technology,Phones,Plantronics MX500i Earset,130.36,1,-7.3015,Cards
13-03-2020,Chicago,Illinois,Central,Office Supplies,Art,"Eberhard Faber 3 1/2"" Golf Pencils",144.76,5,1.86,Cards
13-03-2020,Albuquerque,New Mexico,West,Office Supplies,Paper,Xerox 230,124.36,7,21.7728,Cards
13-03-2020,Fairfield,Connecticut,East,Office Supplies,Binders,GBC VeloBind Cover Sets,139.88,2,15.44,COD
13-03-2020,Fairfield,Connecticut,East,Office Supplies,Paper,Strathmore Photo Mount Cards,160.12,4,12.4752,Cards
14-03-2020,Chicago,Illinois,Central,Technology,Phones,Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black,121.616,2,4.9616,COD
16-03-2020,Los Angeles,California,West,Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer,186.67,3,54.8613,COD
16-03-2020,Columbus,Ohio,East,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,197.984,2,43.9956,Cards
16-03-2020,Los Angeles,California,West,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",340.12,2,80.6312,Cards
16-03-2020,Lakewood,Ohio,East,Technology,Phones,Geemarc AmpliPOWER60,475.44,8,-81.664,Cards
16-03-2020,Seattle,Washington,West,Technology,Phones,Mitel MiVoice 5330e IP Phone,673.976,3,49.4982,COD
16-03-2020,Los Angeles,California,West,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,85.68,5,6.888,Cards
16-03-2020,Seattle,Washington,West,Office Supplies,Paper,Xerox 214,116.48,1,3.1104,Cards
16-03-2020,Columbus,Ohio,East,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,125.193,3,-3.462,Online
16-03-2020,Seattle,Washington,West,Office Supplies,Storage,Safco Commercial Shelving,141.51,1,1.8604,COD
16-03-2020,Columbus,Ohio,East,Technology,Phones,OtterBox Defender Series Case - iPhone 5c,128.376,2,-7.396,Online
16-03-2020,Columbus,Ohio,East,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",169.224,2,3.389,Cards
16-03-2020,Los Angeles,California,West,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",136.464,6,22.9008,Cards
16-03-2020,Columbus,Ohio,East,Furniture,Furnishings,Nu-Dell Oak Frame,168.264,6,7.6896,COD
17-03-2020,New York City,New York,East,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,104.06,3,18.2592,Online
17-03-2020,New York City,New York,East,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black",127.44,8,27.9344,COD
17-03-2020,New York City,New York,East,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,144.7,6,31.122,Cards
17-03-2020,Houston,Texas,Central,Office Supplies,Paper,Xerox 1900,119.272,3,3.21,Online
17-03-2020,New York City,New York,East,Office Supplies,Labels,Avery 486,124.31,1,3.4357,Online
17-03-2020,Houston,Texas,Central,Office Supplies,Binders,GBC Plasticlear Binding Covers,119.776,6,-22.0416,Cards
17-03-2020,Lancaster,California,West,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,124.456,2,5.8914,Online
17-03-2020,Knoxville,Tennessee,South,Office Supplies,Labels,Avery 474,127.608,2,1.6704,Online
17-03-2020,New York City,New York,East,Office Supplies,Labels,Avery 496,98.75,5,9,COD
17-03-2020,New York City,New York,East,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",146.144,3,3.0861,Online
17-03-2020,New York City,New York,East,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",137.53,3,12.0978,COD
17-03-2020,New York City,New York,East,Office Supplies,Art,Lumber Crayons,125.1,6,22.458,Cards
17-03-2020,New York City,New York,East,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,134.6,8,13.604,COD
18-03-2020,Tyler,Texas,Central,Furniture,Furnishings,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",113.524,3,-41.262,COD
18-03-2020,Los Angeles,California,West,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,136.86,7,26.3494,COD
18-03-2020,Tyler,Texas,Central,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,198.994,3,-320.2395,COD
18-03-2020,Houston,Texas,Central,Technology,Phones,Pyle PMP37LED,556.544,7,47.0351,Online
18-03-2020,Tyler,Texas,Central,Office Supplies,Appliances,Hoover Portapower Portable Vacuum,82.688,3,-7.392,COD
18-03-2020,Los Angeles,California,West,Office Supplies,Art,Prang Drawing Pencil Set,108.9,5,3.753,COD
18-03-2020,Dallas,Texas,Central,Office Supplies,Art,Peel-Off China Markers,119.832,3,6.5538,Cards
18-03-2020,Los Angeles,California,West,Office Supplies,Envelopes,Peel & Seel Envelopes,143.4,5,9.312,Cards
18-03-2020,Seattle,Washington,West,Office Supplies,Art,Deluxe Chalkboard Eraser Cleaner,112.2,4,21.252,COD
18-03-2020,Tyler,Texas,Central,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",153.816,3,4.5201,Cards
19-03-2020,San Francisco,California,West,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,147.54,2,10.9494,COD
19-03-2020,San Francisco,California,West,Technology,Accessories,Logitech Wireless Marathon Mouse M705,238.96,4,85.9828,COD
19-03-2020,Los Angeles,California,West,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,421.36,7,106.7808,Cards
19-03-2020,San Francisco,California,West,Technology,Phones,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,696.504,6,-131.5008,COD
19-03-2020,Fresno,California,West,Furniture,Tables,Chromcraft Round Conference Tables,737.16,5,8.7145,Cards
19-03-2020,Lakewood,New Jersey,East,Office Supplies,Art,Dixon Ticonderoga Pencils,90.94,3,2.4138,COD
19-03-2020,Fresno,California,West,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,128.624,2,5.1184,Online
19-03-2020,Fresno,California,West,Furniture,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",129.93,1,12.6813,COD
19-03-2020,San Francisco,California,West,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",97.824,6,6.6906,Online
19-03-2020,Fresno,California,West,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",153.496,7,9.2799,COD
19-03-2020,New York City,New York,East,Office Supplies,Labels,Avery 506,153.91,7,13.2986,COD
20-03-2020,Middletown,Connecticut,East,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,252,2,38.08,COD
20-03-2020,Houston,Texas,Central,Office Supplies,Paper,Xerox 1916,284.064,7,102.774,COD
20-03-2020,Seattle,Washington,West,Technology,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,302.93,7,63.8232,COD
20-03-2020,Columbus,Indiana,Central,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",134.91,1,1.3677,Cards
20-03-2020,Middletown,Connecticut,East,Office Supplies,Paper,Xerox 1988,145.96,2,27.882,Cards
20-03-2020,Houston,Texas,Central,Office Supplies,Paper,Easy-staple paper,169.704,2,19.1376,Online
21-03-2020,Pompano Beach,Florida,South,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,100.384,1,8.048,COD
21-03-2020,Lafayette,Indiana,Central,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",300.4,5,133.152,Cards
21-03-2020,Seattle,Washington,West,Office Supplies,Storage,Fellowes Officeware Wire Shelving,397.32,4,7.1864,Online
21-03-2020,Los Angeles,California,West,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,770.84,4,210.4936,COD
21-03-2020,Tulsa,Oklahoma,Central,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",1839.88,6,523.7052,Cards
21-03-2020,Lafayette,Indiana,Central,Office Supplies,Paper,Xerox 196,108.78,1,2.8322,Cards
21-03-2020,Los Angeles,California,West,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,116.544,2,2.8836,COD
21-03-2020,Seattle,Washington,West,Office Supplies,Fasteners,"Super Bands, 12/Pack",106.02,7,0.3906,Online
21-03-2020,Seattle,Washington,West,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",119.14,3,6.4206,Cards
21-03-2020,Los Angeles,California,West,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",129.896,3,3.9498,COD
21-03-2020,Reading,Pennsylvania,East,Office Supplies,Envelopes,Colored Envelopes,118.856,3,2.8782,Cards
21-03-2020,Seattle,Washington,West,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",127.576,6,10.3194,Online
23-03-2020,Huntsville,Texas,Central,Office Supplies,Storage,Fellowes Officeware Wire Shelving,155.728,2,-32.3388,Online
23-03-2020,San Francisco,California,West,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,225.84,8,76.2624,Cards
23-03-2020,New York City,New York,East,Office Supplies,Supplies,Premier Electric Letter Opener,366.58,3,17.379,COD
23-03-2020,Seattle,Washington,West,Technology,Copiers,Canon imageCLASS 2200 Advanced Copier,3445.96,4,6719.9808,COD
23-03-2020,Seattle,Washington,West,Office Supplies,Paper,Xerox 1898,126.04,3,9.6192,COD
23-03-2020,New York City,New York,East,Office Supplies,Paper,Xerox 1980,134.68,6,11.556,COD
23-03-2020,Seattle,Washington,West,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,139.48,2,4.872,Cards
23-03-2020,Seattle,Washington,West,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",145.76,5,11.297,Online
24-03-2020,New York City,New York,East,Office Supplies,Paper,Xerox 1888,234.92,4,106.5216,Cards
24-03-2020,New York City,New York,East,Furniture,Chairs,Global Deluxe Steno Chair,235.846,3,2.3094,COD
24-03-2020,New York City,New York,East,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",305.764,2,60.392,Cards
24-03-2020,New York City,New York,East,Technology,Phones,Samsung Galaxy S4 Mini,479.99,1,136.2971,COD
24-03-2020,Beaumont,Texas,Central,Office Supplies,Storage,Iris Project Case,113.768,2,0.9576,Online
24-03-2020,New York City,New York,East,Technology,Accessories,Memorex Micro Travel Drive 8 GB,106,2,11.7,Cards
24-03-2020,New York City,New York,East,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",152.01,3,22.0947,COD
25-03-2020,Milwaukee,Wisconsin,Central,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,140.99,1,14.5584,Cards
25-03-2020,Fresno,California,West,Office Supplies,Binders,Avery Arch Ring Binders,205.92,4,62.748,Cards
25-03-2020,Fresno,California,West,Office Supplies,Appliances,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,223.04,4,45.7704,Online
25-03-2020,Fresno,California,West,Technology,Phones,Clearsounds A400,234.168,4,15.8376,COD
25-03-2020,Milwaukee,Wisconsin,Central,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",406.97,3,40.5867,COD
25-03-2020,San Antonio,Texas,Central,Technology,Phones,Panasonic KX-TG9471B,511.376,3,47.0376,Cards
25-03-2020,Fresno,California,West,Technology,Copiers,Hewlett Packard 310 Color Digital Copier,527.984,2,59.998,COD
25-03-2020,Milwaukee,Wisconsin,Central,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",1568.56,7,427.4368,Cards
25-03-2020,Dallas,Texas,Central,Office Supplies,Paper,Xerox 1953,89.848,2,2.14,COD
25-03-2020,New York City,New York,East,Office Supplies,Art,Newell 311,123.05,5,2.9835,COD
25-03-2020,Seattle,Washington,West,Office Supplies,Art,Newell 309,102.1,2,6.93,Cards
25-03-2020,Fresno,California,West,Office Supplies,Art,Staples in misc. colors,117.02,9,4.4856,COD
26-03-2020,Dearborn,Michigan,Central,Furniture,Furnishings,"Career Cubicle Clock, 8 1/4"", Black",105.84,3,23.1192,Cards
26-03-2020,Houston,Texas,Central,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,114.168,8,-226.6368,Cards
26-03-2020,Houston,Texas,Central,Office Supplies,Paper,Xerox 1951,116.352,3,23.235,Online
26-03-2020,New York City,New York,East,Technology,Phones,Nokia Lumia 521 (T-Mobile),167.96,4,33.5888,COD
26-03-2020,Houston,Texas,Central,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,168.96,5,1.7995,Cards
26-03-2020,New York City,New York,East,Furniture,Bookcases,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",280.568,2,-28.9764,COD
26-03-2020,Houston,Texas,Central,Technology,Copiers,Canon PC1080F Personal Copier,2412.96,5,569.9905,Online
26-03-2020,Seattle,Washington,West,Office Supplies,Art,"Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606",103.83,1,5.949,Online
26-03-2020,Virginia Beach,Virginia,South,Office Supplies,Fasteners,Staples,106.76,2,1.316,COD
26-03-2020,Virginia Beach,Virginia,South,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,120.25,3,20.7675,Cards
26-03-2020,Houston,Texas,Central,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black",133.232,3,2.4174,COD
27-03-2020,Fresno,California,West,Office Supplies,Paper,Xerox 1913,121.96,2,53.2608,Cards
27-03-2020,Richmond,Virginia,South,Technology,Phones,Panasonic KX - TS880B Telephone,227.1,5,55.647,Cards
27-03-2020,Houston,Texas,Central,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy",233.246,2,-66.3916,Cards
27-03-2020,Richmond,Virginia,South,Furniture,Tables,BPI Conference Tables,332.1,2,58.42,Cards
27-03-2020,Richmond,Virginia,South,Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B",362.94,3,9.9882,Online
27-03-2020,Houston,Texas,Central,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,634.558,3,-8.5794,Online
27-03-2020,Houston,Texas,Central,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",1058.332,5,-30.098,Online
27-03-2020,Philadelphia,Pennsylvania,East,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",117.008,2,1.5008,COD
27-03-2020,Richmond,Virginia,South,Office Supplies,Labels,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",117.26,2,3.7996,Online
27-03-2020,Richmond,Virginia,South,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",121.64,4,8.1144,COD
27-03-2020,Fresno,California,West,Office Supplies,Paper,Unpadded Memo Slips,111.94,3,5.97,Online
27-03-2020,Richmond,Virginia,South,Office Supplies,Binders,GBC Instant Index System for Binding Systems,146.76,2,8.88,Online
27-03-2020,Houston,Texas,Central,Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver,139.992,1,6.9986,Cards
27-03-2020,Fresno,California,West,Office Supplies,Paper,Xerox 1982,130.68,2,21.0128,COD
28-03-2020,Jacksonville,Florida,South,Office Supplies,Binders,Canvas Sectional Post Binders,105.742,9,-48.1194,COD
28-03-2020,Fairfield,California,West,Technology,Machines,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,555.72,2,53.272,Online
28-03-2020,Fairfield,California,West,Office Supplies,Storage,SAFCO Boltless Steel Shelving,830.48,7,7.9548,Cards
28-03-2020,Fairfield,California,West,Office Supplies,Paper,Xerox 1975,90.96,2,6.3504,Online
28-03-2020,Fairfield,California,West,Furniture,Furnishings,Stackable Trays,127.56,7,6.8992,Cards
28-03-2020,Fairfield,California,West,Office Supplies,Paper,Xerox 1968,139.72,4,12.8256,Online
28-03-2020,Fairfield,California,West,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,153.48,1,10.0624,Cards
28-03-2020,Fairfield,California,West,Office Supplies,Paper,Xerox 1977,150.04,3,9.6192,Online
29-03-2020,Lafayette,Indiana,Central,Office Supplies,Storage,Adjustable Personal File Tote,163.4,5,21.164,Online
30-03-2020,Lakewood,California,West,Furniture,Furnishings,Flat Face Poster Frame,121.2,5,39.564,COD
30-03-2020,Los Angeles,California,West,Technology,Phones,AT&T CL83451 4-Handset Telephone,188.792,1,18.5391,COD
30-03-2020,Oklahoma City,Oklahoma,Central,Office Supplies,Envelopes,Multimedia Mailers,370.86,2,149.8956,Online
30-03-2020,Los Angeles,California,West,Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter,70.08,2,2.0672,Cards
30-03-2020,Lancaster,Pennsylvania,East,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",115.715,5,-4.7625,COD
30-03-2020,Columbus,Georgia,South,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",154.76,1,16.7328,COD
31-03-2020,Henderson,Kentucky,South,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,103,5,25.62,Cards
31-03-2020,New York City,New York,East,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,124.95,5,22.087,COD
31-03-2020,Amarillo,Texas,Central,Furniture,Bookcases,Bush Mission Pointe Library,242.3328,2,-36.2352,Online
31-03-2020,Henderson,Kentucky,South,Technology,Phones,Vtech CS6719,706.93,7,188.1404,Cards
31-03-2020,New York City,New York,East,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,720.58,3,176.1708,COD
31-03-2020,Atlanta,Georgia,South,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,3013.95,5,1439.976,Online
31-03-2020,Chicago,Illinois,Central,Office Supplies,Binders,"SlimView Poly Binder, 3/8""",95.468,13,-22.8956,Cards
31-03-2020,Los Angeles,California,West,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,104.7,3,8.019,Cards
31-03-2020,Atlanta,Georgia,South,Office Supplies,Binders,Ibico Recycled Grain-Textured Covers,118.54,1,17.27,Cards
31-03-2020,New York City,New York,East,Furniture,Furnishings,Tensor Computer Mounted Lamp,160.78,2,8.0406,Online
31-03-2020,Arlington,Texas,Central,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,161.62,5,-90.774,COD
31-03-2020,Atlanta,Georgia,South,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,156.12,4,30.7776,Online
31-03-2020,New York City,New York,East,Office Supplies,Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",182.04,8,36.0192,Online
01-04-2020,Springfield,Missouri,Central,Office Supplies,Storage,Hanging Personal Folder File,111.2,6,23.55,Online
01-04-2020,Florence,South Carolina,South,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",158.95,3,21.7515,COD
01-04-2020,San Francisco,California,West,Office Supplies,Binders,Fellowes Binding Cases,166.68,13,38.025,Online
01-04-2020,Jacksonville,Florida,South,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",234.352,3,-19.1058,COD
01-04-2020,San Francisco,California,West,Furniture,Bookcases,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",527.664,8,85.176,Cards
01-04-2020,San Francisco,California,West,Technology,Machines,Cubify CubeX 3D Printer Double Head Print,4823.984,2,359.9988,Cards
01-04-2020,Jacksonville,Florida,South,Office Supplies,Labels,Avery 494,116.264,3,2.0358,COD
01-04-2020,Jacksonville,Florida,South,Technology,Phones,Mediabridge Sport Armband iPhone 5s,111.976,3,-5.6943,COD
01-04-2020,San Francisco,California,West,Office Supplies,Labels,Avery 498,105.78,2,2.7166,COD
01-04-2020,New York City,New York,East,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",117.93,9,19.3185,Cards
01-04-2020,Springfield,Missouri,Central,Office Supplies,Envelopes,Staple envelope,118.4,5,13.348,Cards
01-04-2020,Jacksonville,Florida,South,Office Supplies,Appliances,Staple holder,148.808,3,1.8207,Online
02-04-2020,Columbus,Georgia,South,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,404,4,129.6,COD
02-04-2020,Columbus,Georgia,South,Furniture,Tables,Bevis 44 x 96 Conference Tables,439.8,2,70.006,Online
02-04-2020,Decatur,Alabama,South,Office Supplies,Labels,Avery 499,90.94,3,6.8724,Online
02-04-2020,Meriden,Connecticut,East,Office Supplies,Art,Newell 318,108.12,4,2.8912,COD
02-04-2020,Los Angeles,California,West,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,147.11,3,6.5286,Online
03-04-2020,Chicago,Illinois,Central,Office Supplies,Art,Prang Colored Pencils,80.056,3,2.205,Cards
03-04-2020,Philadelphia,Pennsylvania,East,Furniture,Furnishings,Staple-based wall hangings,112.472,4,7.6416,COD
04-04-2020,New York City,New York,East,Technology,Phones,LG Electronics Tone+ HBS-730 Bluetooth Headset,145.02,2,33.3256,Cards
04-04-2020,New York City,New York,East,Office Supplies,Supplies,Premier Automatic Letter Opener,254.37,1,7.2111,COD
04-04-2020,Des Plaines,Illinois,Central,Technology,Phones,Cisco SPA 502G IP Phone,400.84,4,47.98,Online
04-04-2020,New York City,New York,East,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,123.98,1,8.49,COD
04-04-2020,New York City,New York,East,Office Supplies,Art,Newell 326,105.04,4,2.0416,Cards
04-04-2020,New York City,New York,East,Technology,Phones,Panasonic KX - TS880B Telephone,133.22,1,11.1294,COD
06-04-2020,Marion,Iowa,Central,Office Supplies,Paper,Easy-staple paper,147.32,3,49.9704,Cards
06-04-2020,Chattanooga,Tennessee,South,Office Supplies,Binders,3M Organizer Strips,114.1,5,-5.94,Online
07-04-2020,Jacksonville,Florida,South,Technology,Phones,AT&T 1080 Corded phone,247.184,2,19.1786,Online
07-04-2020,Tampa,Florida,South,Furniture,Tables,Bush Advantage Collection Round Conference Table,255.86,2,-102.048,Online
07-04-2020,Tampa,Florida,South,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",275.072,3,0,Online
07-04-2020,Tampa,Florida,South,Furniture,Tables,Bretford Rectangular Conference Table Tops,648.6145,3,-248.2458,COD
07-04-2020,Tampa,Florida,South,Technology,Accessories,Logitech P710e Mobile Speakerphone,654.976,3,-7.7247,Online
07-04-2020,Tampa,Florida,South,Office Supplies,Binders,GBC Instant Index System for Binding Systems,106.328,2,-3.552,Online
07-04-2020,Jacksonville,Florida,South,Office Supplies,Art,50 Colored Long Pencils,90.256,2,1.2192,COD
08-04-2020,San Francisco,California,West,Office Supplies,Paper,Xerox 1942,235.76,4,97.88,Online
08-04-2020,San Francisco,California,West,Office Supplies,Paper,Xerox 1891,284.55,5,114.9385,Online
08-04-2020,Oak Park,Michigan,Central,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",308.96,2,71.2296,Online
08-04-2020,Oak Park,Michigan,Central,Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps,343.9,3,79.794,Online
08-04-2020,Plainfield,New Jersey,East,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,2602.56,4,621.9744,COD
08-04-2020,Roswell,Georgia,South,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,2704.97,3,1264.7559,Online
08-04-2020,Roswell,Georgia,South,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",126.28,6,15.7584,COD
08-04-2020,Plainfield,New Jersey,East,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,142.95,5,10.4875,COD
09-04-2020,York,Pennsylvania,East,Office Supplies,Paper,Xerox 1893,115.584,2,23.7742,Online
09-04-2020,New York City,New York,East,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Fine Perforations,211.6,4,91.968,Online
09-04-2020,Jacksonville,Florida,South,Office Supplies,Paper,Xerox 1915,266.64,3,88.074,Online
09-04-2020,Detroit,Michigan,Central,Office Supplies,Binders,GBC Recycled Regency Composition Covers,493.24,8,219.9904,Online
09-04-2020,New York City,New York,East,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,520.81,3,0,Online
09-04-2020,Jacksonville,Florida,South,Office Supplies,Binders,Avery Arch Ring Binders,87.43,1,-13.363,Online
09-04-2020,New York City,New York,East,Office Supplies,Labels,Color-Coded Legal Exhibit Labels,127.82,2,4.8118,Online
09-04-2020,New York City,New York,East,Office Supplies,Labels,Avery File Folder Labels,96.64,3,4.2336,Online
09-04-2020,Jacksonville,Florida,South,Office Supplies,Labels,Avery 48,126.12,3,4.914,Online
09-04-2020,New York City,New York,East,Office Supplies,Paper,Xerox 212,144.96,2,6.2208,COD
09-04-2020,New York City,New York,East,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,132.97,3,9.7119,Online
09-04-2020,York,Pennsylvania,East,Office Supplies,Binders,Tuf-Vin Binders,160.896,4,-29.0536,Online
10-04-2020,Waterbury,Connecticut,East,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,120.99,1,41.9958,Online
10-04-2020,Austin,Texas,Central,Technology,Accessories,Logitech MX Performance Wireless Mouse,126.736,3,20.3439,Online
10-04-2020,Philadelphia,Pennsylvania,East,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,240.104,4,21.9492,COD
10-04-2020,Waterbury,Connecticut,East,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,335.15,5,71.5375,Online
10-04-2020,New Brunswick,New Jersey,East,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",96.61,1,3.5767,Online
10-04-2020,Jacksonville,Florida,South,Furniture,Furnishings,Stackable Trays,95.32,5,1.848,Online
10-04-2020,New Brunswick,New Jersey,East,Office Supplies,Fasteners,OIC Binder Clips,106.16,2,3.58,Online
10-04-2020,Jacksonville,Florida,South,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",97.419,3,-3.0933,Online
10-04-2020,Austin,Texas,Central,Office Supplies,Paper,Xerox 1894,118.368,2,3.6288,Online
10-04-2020,Philadelphia,Pennsylvania,East,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",133.672,3,6.4176,Online
11-04-2020,Pasadena,California,West,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,225.95,5,21.9945,Online
11-04-2020,Burlington,North Carolina,South,Office Supplies,Art,Newell 321,97.992,8,2.3616,Online
